ruc_proveedor,id_insumo
20339584612,421
20199304408,422
20428026575,423
20285249017,424
20512315736,425
20898758513,426
20396279545,427
20117850060,428
20204976461,429
20121177301,430
20871848004,431
20145705701,432
20951046536,433
20415456033,434
20200931691,435
20781711933,436
20872029867,437
20124130099,438
20103699765,439
20240223128,440
20786454140,441
20792360831,442
20908119126,443
20558575579,444
20234521418,445
20133849960,446
20347167264,447
20718152275,448
20862262021,449
20373736774,450
20448790608,451
20774224335,452
20549489007,453
20074115795,454
20537208367,455
20367327210,456
20471768070,457
20513648657,458
20521319500,459
20468259813,460
20811026988,461
20262011424,462
20517018880,463
20599344348,464
20323665724,465
20132364387,466
20564897604,467
20039704012,468
20321220956,469
20126278422,470
20075630160,471
20042334680,472
20879112421,473
20582747173,474
20839296345,475
20832453951,476
20435362577,477
20373355667,478
20463927692,479
20917894585,480
20767958849,481
20657551425,482
20017150421,483
20895425793,484
20928279857,485
20278212900,486
20130577556,487
20045168060,488
20083834976,489
20498967861,490
20436365091,491
20770023567,492
20118839641,493
20528571329,494
20274394669,495
20266986180,496
20317551740,497
20535832287,498
20428986189,499
20090751871,500
20060251330,501
20825263052,502
20311898984,503
20540532952,504
20981286448,505
20614496138,506
20865997931,507
20407858999,508
20650434939,509
20898189134,510
20236355382,511
20985927452,512
20995723285,513
20648813885,514
20995036001,515
20072316254,516
20748939583,517
20549123063,518
20900840213,519
20300319751,520
20649860371,521
20896601234,522
20235857167,523
20623643057,524
20304010226,525
20393480969,526
20270318432,527
20886155707,528
20777815277,529
20649414702,530
20775434671,531
20005737041,532
20922149179,533
20675038947,534
20216102869,535
20108902643,536
20065637676,537
20602388111,538
20075977298,539
20304700535,540
20097591652,541
20085080642,542
20228054293,543
20407738983,544
20161233828,545
20429558722,546
20241520566,547
20993978141,548
20202679256,549
20081004258,550
20320976225,551
20380161208,552
20401550382,553
20807986188,554
20790517697,555
20297061343,556
20599346200,557
20322823492,558
20486511682,559
20959624010,560
20289711268,561
20874474332,562
20448376164,563
20718509615,564
20795614413,565
20449784381,566
20279553474,567
20173309319,568
20308628884,569
20391198321,570
20401457842,571
20124157798,572
20467445405,573
20329356320,574
20932472954,575
20341656250,576
20451428299,577
20794602316,578
20613911859,579
20099243423,580
20676975198,581
20274162888,582
20081243774,583
20242653780,584
20954993938,585
20172868899,586
20578750511,587
20775840966,588
20474438960,589
20960785410,590
20239428984,591
20543129815,592
20770906394,593
20851441483,594
20734381779,595
20076045376,596
20216291373,597
20868805683,598
20508333274,599
20845367697,600
20513166245,601
20094496057,602
20277540224,603
20486296929,604
20716117564,605
20227083887,606
20021560991,607
20556774356,608
20396272792,609
20220132592,610
20284727460,611
20597608270,612
20481661002,613
20818871494,614
20748544103,615
20623569969,616
20139831699,617
20783899321,618
20034574304,619
20588556316,620
20503718287,621
20066312383,622
20908636615,623
20249376071,624
20741769710,625
20347190323,626
20906530293,627
20148843692,628
20617149667,629
20108391768,630
20770575362,631
20775674327,632
20588544373,633
20683386883,634
20465614081,635
20537972604,636
20650320621,637
20729656537,638
20276221092,639
20853253937,640
20089082870,641
20613912617,642
20617957096,643
20036795926,644
20260343927,645
20530752486,646
20116878910,647
20363599255,648
20226964450,649
20381629697,650
20143733555,651
20668118656,652
20791825889,653
20024395449,654
20931642420,655
20505615839,656
20002928191,657
20596049472,658
20767366242,659
20390260573,660
20211147165,661
20387160708,662
20892325137,663
20483371848,664
20935225124,665
20998628140,666
20759651043,667
20021561724,668
20626642478,669
20439544927,670
20158933814,671
20214119904,672
20347496930,673
20863222629,674
20011307765,675
20354513259,676
20173470032,677
20974283525,678
20147421739,679
20198637715,680
20749086102,681
20951210855,682
20993345060,683
20685250440,684
20716587075,685
20526515008,686
20737432821,687
20344468253,688
20224402624,689
20555021290,690
20537063692,691
20463931484,692
20017142419,693
20279369215,694
20720948118,695
20575744663,696
20134961879,697
20170492150,698
20835413528,699
20724727022,700
20644388109,701
20877731495,702
20077541979,703
20106104440,704
20798602365,705
20611123719,706
20053038062,707
20514706341,708
20804908755,709
20846988828,710
20736837238,711
20357461006,712
20843545582,713
20557656397,714
20248707872,715
20014192169,716
20717628881,717
20780234311,718
20424587650,719
20218710185,720
20125615155,721
20872077076,722
20870374085,723
20831899299,724
20051906281,725
20396915445,726
20731905495,727
20161922192,728
20839506374,729
20634456722,730
20377436251,731
20253749845,732
20899363147,733
20037810160,734
20862301682,735
20639964210,736
20623782932,737
20151430214,738
20437439048,739
20019534272,740
20462430449,741
20208410465,742
20446750028,743
20841528815,744
20492571234,745
20272773471,746
20503700332,747
20538519764,748
20564681321,749
20642654439,750
20072011120,751
20631510451,752
20378416980,753
20164864862,754
20011190861,755
20416340558,756
20099658697,757
20777714064,758
20884803995,759
20774394033,760
20501354271,761
20670151778,762
20304266274,763
20057096917,764
20480623966,765
20711070750,766
20871726044,767
20973829378,768
20882405734,769
20000115892,770
20301179655,771
20940243374,772
20303422880,773
20246104435,774
20800426477,775
20358693714,776
20387037573,777
20489341475,778
20683012412,779
20573615038,780
20818830796,781
20877015812,782
20737870910,783
20257234816,784
20030631062,785
20139362043,786
20511716450,787
20553856529,788
20084007197,789
20549115846,790
20797080776,791
20976096222,792
20094188278,793
20203682720,794
20161222628,795
20636382338,796
20379218853,797
20676131286,798
20317782233,799
20560461526,800
20343897082,801
20624481952,802
20162910024,803
20792537704,804
20993037486,805
20826520189,806
20398169123,807
20173837172,808
20322823492,809
20392179811,810
20288429429,811
20636468433,812
20716940954,813
20252458009,814
20909861469,815
20912370590,816
20269840435,817
20402456679,818
20169795882,819
20661212524,820
20286814446,821
20444326502,822
20344121287,823
20981484551,824
20885269199,825
20537839381,826
20176709008,827
20988650087,828
20533620455,829
20132837326,830
20092628644,831
20575878726,832
20444244225,833
20220531569,834
20739650931,835
20611211342,836
20051405916,837
20369311052,838
20314402321,839
20501924455,840
20906801896,841
20676542357,842
20225508205,843
20944886449,844
20041497486,845
20952657985,846
20578832608,847
20361967530,848
20214502154,849
20051720273,850
20638945878,851
20957017525,852
20464043306,853
20603378558,854
20663331920,855
20700012026,856
20853316833,857
20344824164,858
20903087586,859
20173399599,860
20777775505,861
20314291066,862
20361828055,863
20279305005,864
20168152430,865
20520053045,866
20361071841,867
20528818308,868
20965341822,869
20727148193,870
20392256706,871
20140044144,872
20603346647,873
20274988280,874
20771405056,875
20668371080,876
20515618320,877
20907269059,878
20976746834,879
20828973261,880
20751973279,881
20225415620,882
20641166800,883
20617956848,884
20108606728,885
20564036357,886
20244616643,887
20464344525,888
20843407277,889
20195220427,890
20478169879,891
20645015195,892
20616600318,893
20663165595,894
20569095854,895
20674774201,896
20223564311,897
20380789615,898
20079090400,899
20537731445,900
20030557899,901
20579945654,902
20062292275,903
20240150375,904
20129877157,905
20560629119,906
20747746713,907
20829432766,908
20299959313,909
20614524023,910
20462674920,911
20091424765,912
20334340837,913
20955293397,914
20944329126,915
20849022142,916
20960445725,917
20426042176,918
20722289014,919
20222274003,920
20770493031,921
20955013173,922
20565685362,923
20359324810,924
20063948588,925
20223816799,926
20571244331,927
20121192217,928
20313961041,929
20110437124,930
20004117368,931
20030746263,932
20555629382,933
20175573054,934
20290941197,935
20602898732,936
20717645348,937
20238850051,938
20056977132,939
20880149142,940
20815311162,941
20251581941,942
20282939867,943
20572891785,944
20814848963,945
20335734870,946
20399905320,947
20404404051,948
20843483245,949
20687291505,950
20174788488,951
20786923563,952
20172778959,953
20912380523,954
20521195666,955
20768074605,956
20086660853,957
20872482309,958
20699554375,959
20801651617,960
20511480206,961
20357812962,962
20445196914,963
20171748679,964
20298675464,965
20116880610,966
20836276508,967
20433233272,968
20900689015,969
20264196059,970
20835070032,971
20776359697,972
20839337690,973
20637715429,974
20562273363,975
20546096884,976
20975237735,977
20807509799,978
20615696297,979
20882356279,980
20922155659,981
20011238234,982
20603164151,983
20680009678,984
20676803294,985
20294389513,986
20901385131,987
20450976460,988
20300367065,989
20425581073,990
20427570976,991
20401073767,992
20323269336,993
20715754983,994
20584589492,995
20656937721,996
20780916421,997
20867158663,998
20513161329,999
20010204755,1000
20547516001,1001
20530080242,1002
20569335465,1003
20392285076,1004
20114873089,1005
20108424416,1006
20665060836,1007
20227014433,1008
20460718404,1009
20381608381,1010
20779616969,1011
20851440010,1012
20854977865,1013
20836342933,1014
20454827158,1015
20679904371,1016
20175572443,1017
20459213573,1018
20877134617,1019
20008827569,1020
20647945575,1021
20095135213,1022
20606612798,1023
20679010077,1024
20396939597,1025
20386422335,1026
20091724239,1027
20729520211,1028
20871219269,1029
20792813388,1030
20239722628,1031
20186998703,1032
20907059961,1033
20165225424,1034
20044795936,1035
20369560998,1036
20210246542,1037
20381791481,1038
20528641769,1039
20944617832,1040
20954309183,1041
20508358765,1042
20111466762,1043
20144034731,1044
20513979107,1045
20617542965,1046
20097097621,1047
20972409098,1048
20513225576,1049
20786492296,1050
20776287415,1051
20874393085,1052
20689889660,1053
20408313498,1054
20635583504,1055
20561898313,1056
20636158231,1057
20778182015,1058
20709185515,1059
20336576182,1060
20646341967,1061
20640792007,1062
20894112849,1063
20174489540,1064
20209850342,1065
20271964729,1066
20707587620,1067
20394997185,1068
20690191051,1069
20113262626,1070
20805279140,1071
20191941750,1072
20476704923,1073
20808929025,1074
20630893122,1075
20384460815,1076
20232251556,1077
20237157936,1078
20483390778,1079
20614282161,1080
20733210531,1081
20046641110,1082
20009128593,1083
20943726728,1084
20259396856,1085
20775337463,1086
20295699511,1087
20810877192,1088
20410278702,1089
20077509538,1090
20199030121,1091
20147312377,1092
20544935572,1093
20882355866,1094
20296678804,1095
20390477979,1096
20579901675,1097
20581545892,1098
20765526223,1099
20386891002,1100
20002074280,1101
20422666609,1102
20263042398,1103
20684131153,1104
20495110590,1105
20315212276,1106
20364112950,1107
20721006253,1108
20336170265,1109
20344904316,1110
20271229319,1111
20951875473,1112
20668371080,1113
20855569417,1114
20057124377,1115
20892937779,1116
20551168740,1117
20393862593,1118
20520053045,1119
20132920592,1120
20458401628,1121
20566255899,1122
20320406216,1123
20622999252,1124
20679577688,1125
20424241472,1126
20377139399,1127
20394517402,1128
20324957034,1129
20102633609,1130
20622020187,1131
20399377163,1132
20627580451,1133
20417038265,1134
20938397791,1135
20668982279,1136
20194721959,1137
20083651146,1138
20764661367,1139
20139506731,1140
20482717283,1141
20644472394,1142
20226186655,1143
20829094861,1144
20690286687,1145
20405216321,1146
20695541550,1147
20783531400,1148
20555836922,1149
20020942501,1150
20765605309,1151
20383917334,1152
20160852134,1153
20558660150,1154
20144505955,1155
20811283974,1156
20398622854,1157
20013889932,1158
20351478089,1159
20544997358,1160
20261400934,1161
20052949198,1162
20547275722,1163
20984778513,1164
20086576837,1165
20022726918,1166
20287890700,1167
20100752663,1168
20310459069,1169
20857065733,1170
20084004582,1171
20393737840,1172
20434965726,1173
20732173936,1174
20344004068,1175
20378765117,1176
20690066991,1177
20228967370,1178
20137898146,1179
20597475695,1180
20392964438,1181
20885214562,1182
20701617335,1183
20276532802,1184
20876680486,1185
20538640432,1186
20169774374,1187
20616629056,1188
20897691751,1189
20318913589,1190
20851418501,1191
20325767301,1192
20858788047,1193
20802089102,1194
20843699619,1195
20102899415,1196
20544439622,1197
20775207293,1198
20727401326,1199
20346277273,1200
20588737944,1201
20325102207,1202
20732445182,1203
20218266494,1204
20635882916,1205
20390232454,1206
20456263314,1207
20607313734,1208
20579552208,1209
20409377097,1210
20545132208,1211
20812952651,1212
20548968375,1213
20599661108,1214
20200931691,1215
20497685064,1216
20015775993,1217
20020244806,1218
20039991722,1219
20427996353,1220
20916041113,1221
20035322266,1222
20219660970,1223
20895124797,1224
20347428132,1225
20940202120,1226
20387053826,1227
20786719943,1228
20162636392,1229
20305831509,1230
20085665080,1231
20675034186,1232
20101250659,1233
20651911913,1234
20597518986,1235
20896308218,1236
20532420640,1237
20527558407,1238
20791291201,1239
20874522967,1240
20222032199,1241
20687949305,1242
20647825846,1243
20815972640,1244
20696831285,1245
20651722384,1246
20628739957,1247
20307443669,1248
20020903655,1249
20976272094,1250
20778824854,1251
20782204062,1252
20937010273,1253
20087324612,1254
20311326871,1255
20484034164,1256
20527999556,1257
20961204404,1258
20546626212,1259
20200519044,1260
20779827342,1261
20041129279,1262
20503246484,1263
20629641299,1264
20897947594,1265
20944043022,1266
20709917132,1267
20157175700,1268
20886269864,1269
20400234920,1270
20710264221,1271
20698840852,1272
20189367029,1273
20331484420,1274
20678946337,1275
20911461594,1276
20955755652,1277
20089244312,1278
20883358198,1279
20684771724,1280
20217526039,1281
20147115687,1282
20622191202,1283
20687593420,1284
20651649558,1285
20558377721,1286
20865527369,1287
20114043681,1288
20923822851,1289
20008802152,1290
20457552318,1291
20125918154,1292
20427089492,1293
20198352786,1294
20726009636,1295
20874404356,1296
20533668678,1297
20752707826,1298
20470062739,1299
20642720408,1300
20288599626,1301
20035178469,1302
20118839641,1303
20400489481,1304
20914241780,1305
20817591337,1306
20439922615,1307
20085215154,1308
20513225576,1309
20187895994,1310
20974942656,1311
20942052015,1312
20105160095,1313
20053059701,1314
20176921626,1315
20060447121,1316
20913770707,1317
20714858871,1318
20936636640,1319
20361923424,1320
20937439423,1321
20644080432,1322
20279953848,1323
20582290991,1324
20234129660,1325
20829476511,1326
20313294937,1327
20637398585,1328
20617031388,1329
20396137886,1330
20443344447,1331
20374221692,1332
20421436222,1333
20115551748,1334
20756928975,1335
20805764231,1336
20257157847,1337
20314782458,1338
20879714579,1339
20150643436,1340
20524272780,1341
20248473397,1342
20168164700,1343
20783385310,1344
20161725142,1345
20954844760,1346
20204060213,1347
20078691754,1348
20653567292,1349
20788311187,1350
20356276904,1351
20088369612,1352
20032914808,1353
20177502989,1354
20017433026,1355
20650327184,1356
20217287977,1357
20783387839,1358
20386337565,1359
20848444295,1360
20438597732,1361
20633108348,1362
20680643413,1363
20347929429,1364
20774891860,1365
20799042980,1366
20271101774,1367
20501577049,1368
20011515110,1369
20354392066,1370
20157358600,1371
20794818584,1372
20099548638,1373
20086931012,1374
20209730922,1375
20702754226,1376
20376261811,1377
20702937327,1378
20142945585,1379
20480462320,1380
20654564081,1381
20523678066,1382
20211606292,1383
20949917039,1384
20149115289,1385
20274566750,1386
20480212069,1387
20410407639,1388
20007430874,1389
20997979933,1390
20162733037,1391
20049003383,1392
20615851895,1393
20476924988,1394
20891667163,1395
20210960474,1396
20960073503,1397
20892006724,1398
20147971990,1399
20776491114,1400
20220890503,1401
20751453935,1402
20982392264,1403
20707408335,1404
20794255089,1405
20393146233,1406
20402377492,1407
20620461528,1408
20236898023,1409
20090474025,1410
20270673531,1411
20024558437,1412
20228660301,1413
20137113958,1414
20516279379,1415
20463276919,1416
20824789598,1417
20976739017,1418
20234575236,1419
20618663523,1420
20216947110,1421
20408530103,1422
20890123060,1423
20434578056,1424
20056593537,1425
20973967591,1426
20399590505,1427
20212011136,1428
20071159675,1429
20700339725,1430
20485180370,1431
20788305743,1432
20114675645,1433
20533927781,1434
20375227904,1435
20590589037,1436
20740774184,1437
20375843646,1438
20379417145,1439
20146722612,1440
20791384200,1441
20199770624,1442
20879995338,1443
20375217020,1444
20336511674,1445
20656468772,1446
20913227745,1447
20108543082,1448
20844337763,1449
20804134224,1450
20999427858,1451
20387364455,1452
20199871790,1453
20762247604,1454
20979046900,1455
20200364841,1456
20137898146,1457
20910136934,1458
20886880836,1459
20009979605,1460
20005546261,1461
20299855753,1462
20678205680,1463
20213452054,1464
20813649805,1465
20923959747,1466
20708645038,1467
20050483616,1468
20840220028,1469
20085961524,1470
20981268502,1471
20443316269,1472
20414282813,1473
20051873662,1474
20296914966,1475
20041354832,1476
20146002229,1477
20191939071,1478
20507234959,1479
20602403442,1480
20458304477,1481
20146879503,1482
20540014850,1483
20661343783,1484
20496521518,1485
20946469567,1486
20409201568,1487
20539323196,1488
20012869772,1489
20445979841,1490
20548497444,1491
20406602561,1492
20323148540,1493
20454749764,1494
20503109348,1495
20558408539,1496
20453982370,1497
20123348017,1498
20590605567,1499
20337157000,1500
20543309357,1501
20441788074,1502
20832959721,1503
20572017103,1504
20712455049,1505
20962338972,1506
20548692310,1507
20287884727,1508
20704532091,1509
20282953655,1510
20756030727,1511
20309405746,1512
20598113250,1513
20065312756,1514
20296134220,1515
20176601371,1516
20545920322,1517
20657236685,1518
20099865209,1519
20162472616,1520
20763310660,1521
20108341834,1522
20635886341,1523
20844131188,1524
20754452959,1525
20039715744,1526
20126543500,1527
20492952063,1528
20431017646,1529
20328992767,1530
20809266881,1531
20232916246,1532
20657270559,1533
20655326518,1534
20416616708,1535
20085893851,1536
20799859971,1537
20286357991,1538
20648147579,1539
20254628128,1540
20295328942,1541
20405431989,1542
20275682741,1543
20466206766,1544
20529751694,1545
20090874244,1546
20691226031,1547
20213622702,1548
20073751322,1549
20161874944,1550
20125471351,1551
20494295907,1552
20885187696,1553
20284780209,1554
20815979896,1555
20406391976,1556
20578287315,1557
20400752930,1558
20561316537,1559
20257652289,1560
20818623407,1561
20115671836,1562
20823785818,1563
20057459290,1564
20917097706,1565
20619110279,1566
20488260943,1567
20854496323,1568
20911440540,1569
20806819223,1570
20122629441,1571
20665554105,1572
20311305107,1573
20126300103,1574
20827485239,1575
20396418014,1576
20464640943,1577
20395430592,1578
20827475507,1579
20636862255,1580
20246887359,1581
20954016204,1582
20722633958,1583
20615028401,1584
20280884515,1585
20556331702,1586
20056554292,1587
20166805509,1588
20516575668,1589
20694690205,1590
20577865475,1591
20767795740,1592
20418645925,1593
20468221796,1594
20870232821,1595
20248564431,1596
20982301023,1597
20926810613,1598
20259929453,1599
20622768561,1600
20770994801,1601
20205216716,1602
20396091164,1603
20169101697,1604
20538640432,1605
20418022942,1606
20648192645,1607
20781782124,1608
20877618930,1609
20696964642,1610
20998719374,1611
20681182841,1612
20979987359,1613
20152351080,1614
20256800854,1615
20350131590,1616
20875325856,1617
20181969735,1618
20597767818,1619
20289587135,1620
20067528597,1621
20993051613,1622
20417731333,1623
20974059734,1624
20690502233,1625
20167637039,1626
20415987639,1627
20276698342,1628
20780567989,1629
20126249913,1630
20220471846,1631
20048763227,1632
20840093874,1633
20383381671,1634
20290160373,1635
20227851470,1636
20630009149,1637
20735216284,1638
20919809559,1639
20055546862,1640
20834375700,1641
20892861171,1642
20928724361,1643
20573819146,1644
20654180086,1645
20367910825,1646
20838046179,1647
20210401639,1648
20888284456,1649
20248595089,1650
20395403417,1651
20488613519,1652
20352368048,1653
20609919879,1654
20833875567,1655
20550550759,1656
20594774000,1657
20197265951,1658
20077678347,1659
20599303161,1660
20124671905,1661
20828751555,1662
20495842492,1663
20964177168,1664
20153290826,1665
20014505344,1666
20634066732,1667
20022299991,1668
20327488552,1669
20998231171,1670
20342672968,1671
20598837252,1672
20079222578,1673
20941645940,1674
20085368095,1675
20113226273,1676
20750247146,1677
20238013383,1678
20112950469,1679
20192007696,1680
20065357039,1681
20981087704,1682
20872095166,1683
20678015730,1684
20344966679,1685
20853204212,1686
20743320808,1687
20157827630,1688
20629903620,1689
20683531940,1690
20621812958,1691
20490194798,1692
20033082629,1693
20577901965,1694
20352896611,1695
20761304674,1696
20244791147,1697
20528433911,1698
20188789190,1699
20220245264,1700
20618939882,1701
20416517640,1702
20090331340,1703
20636833660,1704
20697603437,1705
20912852388,1706
20938320061,1707
20347709199,1708
20757568723,1709
20951858410,1710
20403906595,1711
20466981571,1712
20738894648,1713
20521364061,1714
20609421721,1715
20557029183,1716
20090730259,1717
20878200771,1718
20906491410,1719
20159637438,1720
20163283685,1721
20655019952,1722
20892590002,1723
20378287820,1724
20038102631,1725
20498666754,1726
20919488222,1727
20907658187,1728
20241940702,1729
20874147154,1730
20911440540,1731
20003509694,1732
20737218501,1733
20303662146,1734
20842075951,1735
20892892060,1736
20990241085,1737
20748544103,1738
20830761189,1739
20614735143,1740
20228928235,1741
20930008344,1742
20058920997,1743
20645851015,1744
20721444350,1745
20297403323,1746
20094630659,1747
20610549985,1748
20601187443,1749
20691530913,1750
20409874747,1751
20506853991,1752
20468524143,1753
20728095068,1754
20450960906,1755
20252817804,1756
20136015395,1757
20945967795,1758
20583736538,1759
20217333787,1760
20440617737,1761
20885051139,1762
20503305203,1763
20337429265,1764
20075560451,1765
20669738837,1766
20914807352,1767
20375325135,1768
20075203980,1769
20106880269,1770
20407441289,1771
20605436676,1772
20098426741,1773
20303166900,1774
20687952865,1775
20142381051,1776
20786786296,1777
20731550606,1778
20037554964,1779
20767967540,1780
20948566775,1781
20755991643,1782
20221390076,1783
20834310846,1784
20743891151,1785
20467552193,1786
20856948344,1787
20828703952,1788
20470944978,1789
20734792031,1790
20393761370,1791
20180589344,1792
20092288018,1793
20312791591,1794
20976292273,1795
20200523733,1796
20982165330,1797
20507559000,1798
20836416644,1799
20904797794,1800
20177394154,1801
20519435651,1802
20381601782,1803
20709636054,1804
20779155211,1805
20096406160,1806
20724587477,1807
20566884549,1808
20356037418,1809
20406912414,1810
20904952636,1811
20193133571,1812
20618709030,1813
20804639306,1814
20077880852,1815
20802077762,1816
20089693367,1817
20175108602,1818
20411865387,1819
20768074605,1820
20481349789,1821
20087034871,1822
20366359636,1823
20340413568,1824
20585493362,1825
20636382338,1826
20588617519,1827
20383261388,1828
20093538616,1829
20847557302,1830
20941344157,1831
20743063175,1832
20112372946,1833
20517469560,1834
20305929859,1835
20176994599,1836
20330540274,1837
20548002167,1838
20353616087,1839
20781900794,1840
20978283631,1841
20943762988,1842
20939252068,1843
20990876267,1844
20548031343,1845
20166432935,1846
20744583255,1847
20981370858,1848
20159976291,1849
20488698206,1850
20355268883,1851
20964307797,1852
20498639137,1853
20714450799,1854
20121812110,1855
20286299871,1856
20445867714,1857
20359311693,1858
20955760697,1859
20328452484,1860
20369709660,1861
20557925681,1862
20289841907,1863
20660614499,1864
20401083310,1865
20597919002,1866
20805341644,1867
20281523845,1868
20175389994,1869
20979871135,1870
20004837136,1871
