id_tratamiento,id_insumo
105884,247
778588,248
90409,249
527796,250
397309,251
429422,252
83535,253
499446,254
997313,255
689171,256
547190,257
666684,258
518679,259
962841,260
999421,261
19137,262
79428,263
137502,264
840241,265
242719,266
693752,267
968393,268
597663,269
234752,270
575055,271
702161,272
310564,273
88600,274
392054,275
403061,276
781172,277
24834,278
961305,279
350581,280
944744,281
135911,282
680866,283
615667,284
829232,285
123120,286
460325,287
656518,288
797263,289
828108,290
507963,291
914092,292
412,293
668910,294
644357,295
875273,296
187074,297
89639,298
600661,299
686755,300
49544,301
234127,302
526261,303
433641,304
981769,305
676364,306
721434,307
656839,308
947898,309
703031,310
11593,311
530507,312
537771,313
701627,314
583029,315
646018,316
299653,317
704325,318
935404,319
256885,320
429525,321
88094,322
612376,323
109501,324
848803,325
948893,326
377208,327
721950,328
243817,329
310200,330
494261,331
79205,332
396440,333
721571,334
609342,335
638656,336
445893,337
972543,338
624127,339
122972,340
356655,341
388654,342
106264,343
828227,344
885059,345
915355,346
609427,347
62472,348
309063,349
293485,350
333988,351
534681,352
386030,353
736774,354
766832,355
664376,356
236502,357
518040,358
128237,359
333985,360
803989,361
42807,362
284747,363
562874,364
477966,365
526389,366
890331,367
2579,368
488764,369
306837,370
97943,371
883999,372
43153,373
301320,374
213838,375
990609,376
877979,377
65125,378
517825,379
50193,380
380974,381
158004,382
595805,383
412901,384
223596,385
188836,386
429339,387
710545,388
505953,389
994499,390
768736,391
23578,392
952059,393
759379,394
319814,395
49017,396
134964,397
743577,398
100451,399
517996,400
271404,401
291191,402
723930,403
779984,404
242873,405
273468,406
785735,407
196056,408
795266,409
596287,410
667413,411
256458,412
1410,413
81017,414
150604,415
399725,416
225603,417
613217,418
88624,419
855425,420
715176,421
983513,422
986152,423
358171,424
219118,425
38118,426
608952,427
412695,428
738272,429
895631,430
526429,431
654367,432
726284,433
579554,434
411157,435
24493,436
318273,437
573587,438
517387,439
289180,440
952972,441
771700,442
616877,443
415760,444
376400,445
738896,446
738031,447
700788,448
715514,449
663301,450
366526,451
582601,452
913639,453
211563,454
750918,455
481201,456
165814,457
561308,458
512661,459
885956,460
169722,461
385918,462
393458,463
856903,464
42578,465
70104,466
183472,467
444737,468
629262,469
988016,470
791823,471
483980,472
452642,473
289162,474
749044,475
450922,476
503723,477
175110,478
415698,479
775779,480
359446,481
133005,482
694197,483
632970,484
232360,485
378130,486
672717,487
114298,488
933278,489
241920,490
669078,491
160117,492
481168,493
247094,494
20547,495
551105,496
51786,497
836706,498
151581,499
265724,500
512613,501
578513,502
277855,503
54967,504
754124,505
906542,506
335700,507
446304,508
297937,509
345940,510
55121,511
935680,512
20874,513
318028,514
935465,515
449726,516
39635,517
586298,518
280817,519
720476,520
871858,521
728034,522
942590,523
331974,524
669278,525
652195,526
164061,527
385677,528
205168,529
754202,530
773149,531
358571,532
338284,533
340403,534
379563,535
537468,536
427552,537
978590,538
116967,539
646211,540
920446,541
630982,542
349638,543
268016,544
466128,545
519108,546
802019,547
520585,548
861407,549
460082,550
508634,551
501347,552
996546,553
700710,554
399165,555
871300,556
568706,557
984023,558
445434,559
688267,560
608512,561
794533,562
733300,563
296780,564
453178,565
119180,566
911852,567
665712,568
827294,569
600444,570
848833,571
616035,572
245511,573
919155,574
51533,575
879002,576
146256,577
527651,578
384879,579
35797,580
375794,581
543198,582
666848,583
721546,584
250479,585
553335,586
829746,587
709228,588
671188,589
315427,590
91872,591
755479,592
328603,593
474496,594
119942,595
240098,596
305784,597
448951,598
55035,599
235685,600
732472,601
552579,602
514637,603
374714,604
145566,605
690346,606
538226,607
59089,608
305200,609
511890,610
505159,611
997964,612
295893,613
839426,614
176291,615
856907,616
243409,617
397019,618
694471,619
215543,620
214893,621
771758,622
124232,623
810982,624
192588,625
947469,626
124314,627
682100,628
592851,629
311952,630
307029,631
452471,632
468687,633
444705,634
7647,635
14506,636
349908,637
340835,638
477336,639
284771,640
534267,641
124422,642
938705,643
203168,644
797052,645
278405,646
220282,647
229736,648
156862,649
890847,650
421091,651
155512,652
741980,653
741893,654
104110,655
443424,656
844345,657
599976,658
54632,659
882988,660
343744,661
698809,662
685448,663
353347,664
356073,665
41832,666
779707,667
523969,668
286596,669
900454,670
14940,671
271371,672
974302,673
891114,674
842415,675
719420,676
58329,677
108951,678
21824,679
125978,680
487783,681
419584,682
24726,683
982112,684
458652,685
955048,686
720875,687
91370,688
576785,689
202876,690
570044,691
880904,692
134674,693
886123,694
239078,695
231745,696
964650,697
645821,698
738010,699
87469,700
306977,701
637247,702
812475,703
384431,704
932494,705
653110,706
466357,707
487399,708
922089,709
893683,710
702597,711
882677,712
439494,713
964129,714
367728,715
540725,716
607199,717
386655,718
777204,719
279281,720
191581,721
510893,722
266308,723
372570,724
899426,725
274683,726
847769,727
704559,728
22491,729
778435,730
551320,731
620081,732
366720,733
839822,734
96034,735
106823,736
956496,737
949469,738
163629,739
332942,740
572343,741
520640,742
402051,743
167591,744
396921,745
243960,746
796709,747
516670,748
135500,749
914201,750
891083,751
343159,752
293678,753
857426,754
595575,755
748417,756
237890,757
194481,758
345574,759
618552,760
342704,761
55761,762
210581,763
77312,764
633453,765
226856,766
331391,767
137810,768
494486,769
882462,770
667292,771
945291,772
45060,773
371829,774
875166,775
691900,776
450432,777
526810,778
251697,779
760988,780
99997,781
36068,782
981655,783
872387,784
525748,785
26977,786
213710,787
974133,788
25832,789
812827,790
294128,791
170906,792
652857,793
772421,794
397506,795
922935,796
32424,797
129237,798
942781,799
839268,800
985978,801
784984,802
146702,803
840883,804
990011,805
216328,806
494499,807
962908,808
686072,809
569532,810
677725,811
532871,812
566962,813
754241,814
163263,815
262220,816
733153,817
673669,818
69033,819
957193,820
584832,821
335257,822
189825,823
575960,824
4587,825
264026,826
587201,827
861986,828
357883,829
614988,830
912894,831
402531,832
427979,833
858165,834
66442,835
754942,836
93166,837
620459,838
420509,839
72988,840
280969,841
753738,842
329705,843
700875,844
722257,845
639582,846
258191,847
9420,848
252767,849
346075,850
893709,851
452146,852
310115,853
411250,854
538583,855
102080,856
440123,857
736272,858
346778,859
481533,860
4088,861
152416,862
653287,863
226582,864
866785,865
981910,866
532332,867
378967,868
514816,869
971531,870
636193,871
785046,872
307403,873
129845,874
719735,875
809683,876
167683,877
264237,878
198165,879
125917,880
348531,881
111640,882
833985,883
814948,884
159591,885
299131,886
175201,887
25009,888
879368,889
176521,890
407361,891
65391,892
142077,893
47573,894
481920,895
382611,896
581860,897
951523,898
907597,899
564666,900
164945,901
32063,902
209990,903
181021,904
903382,905
262727,906
572735,907
361728,908
590811,909
852529,910
515972,911
726117,912
101557,913
482266,914
866499,915
737361,916
17406,917
721127,918
55437,919
972636,920
154129,921
754378,922
641233,923
892042,924
491213,925
289982,926
488994,927
230134,928
737370,929
664806,930
241889,931
370303,932
410975,933
507435,934
186680,935
52468,936
836718,937
154908,938
942515,939
330261,940
415859,941
176732,942
328602,943
653798,944
440151,945
586875,946
910321,947
43767,948
114955,949
217248,950
162030,951
373608,952
77634,953
81274,954
567165,955
542693,956
957756,957
971954,958
531374,959
866462,960
501095,961
667219,962
56070,963
455345,964
528891,965
825413,966
951620,967
963538,968
794139,969
14305,970
170585,971
763393,972
853991,973
520342,974
255191,975
992559,976
266804,977
860629,978
576411,979
387501,980
554752,981
767014,982
153799,983
381081,984
581965,985
992243,986
767569,987
520129,988
356975,989
546775,990
597405,991
988425,992
40334,993
172725,994
786433,995
331507,996
999169,997
842507,998
730832,999
712797,1000
43491,1001
647950,1002
908951,1003
252411,1004
901674,1005
747698,1006
934877,1007
433560,1008
426128,1009
744281,1010
398432,1011
992462,1012
669188,1013
248610,1014
697056,1015
311077,1016
24027,1017
626032,1018
703154,1019
2621,1020
444693,1021
975523,1022
149549,1023
739893,1024
368697,1025
985114,1026
660382,1027
943259,1028
216762,1029
382867,1030
934077,1031
61991,1032
32200,1033
252117,1034
358431,1035
525747,1036
437205,1037
527552,1038
739244,1039
658620,1040
323892,1041
826451,1042
272561,1043
380882,1044
469690,1045
937384,1046
635998,1047
412046,1048
730600,1049
807027,1050
638545,1051
999208,1052
903715,1053
146689,1054
550993,1055
291688,1056
418506,1057
759157,1058
271989,1059
481215,1060
274711,1061
412941,1062
857121,1063
858891,1064
117339,1065
280858,1066
443123,1067
166881,1068
469681,1069
496947,1070
623599,1071
481673,1072
283969,1073
844764,1074
671610,1075
980293,1076
952246,1077
544828,1078
499239,1079
882915,1080
294228,1081
520066,1082
414657,1083
606351,1084
924801,1085
764821,1086
318111,1087
951557,1088
646803,1089
339902,1090
523333,1091
209948,1092
424602,1093
37127,1094
204359,1095
790116,1096
888198,1097
785488,1098
687103,1099
910336,1100
543084,1101
801026,1102
897138,1103
992165,1104
121347,1105
198306,1106
956011,1107
52041,1108
674420,1109
125868,1110
822998,1111
426405,1112
113947,1113
773143,1114
534633,1115
670278,1116
821171,1117
392321,1118
776128,1119
496592,1120
519743,1121
13386,1122
21075,1123
875128,1124
941399,1125
908890,1126
730959,1127
777904,1128
393101,1129
885878,1130
929054,1131
415580,1132
119634,1133
470947,1134
93334,1135
39341,1136
79559,1137
386835,1138
356247,1139
749388,1140
731432,1141
375678,1142
208851,1143
457037,1144
190343,1145
29051,1146
315689,1147
676766,1148
665764,1149
504573,1150
278247,1151
208877,1152
798779,1153
205724,1154
277835,1155
221979,1156
792754,1157
491951,1158
10313,1159
709518,1160
411803,1161
618403,1162
138818,1163
43780,1164
863876,1165
129362,1166
266472,1167
583588,1168
450956,1169
765886,1170
320709,1171
738503,1172
130906,1173
595284,1174
75070,1175
116341,1176
944444,1177
813601,1178
328285,1179
451704,1180
579334,1181
569536,1182
749022,1183
643970,1184
277832,1185
813557,1186
763491,1187
397092,1188
220740,1189
776085,1190
605822,1191
382968,1192
705149,1193
779924,1194
334294,1195
748694,1196
576405,1197
955434,1198
895700,1199
558577,1200
995265,1201
967208,1202
495801,1203
243909,1204
819288,1205
364023,1206
50908,1207
322572,1208
282827,1209
685167,1210
672186,1211
290812,1212
793516,1213
429101,1214
776951,1215
293332,1216
494991,1217
13591,1218
610566,1219
334762,1220
483511,1221
614407,1222
371095,1223
925524,1224
430097,1225
164175,1226
472865,1227
764460,1228
284565,1229
59961,1230
932886,1231
905106,1232
994936,1233
600351,1234
654265,1235
153533,1236
758941,1237
946762,1238
429139,1239
225040,1240
707310,1241
456634,1242
665739,1243
404099,1244
176955,1245
234898,1246
739598,1247
774730,1248
42418,1249
257399,1250
672544,1251
828970,1252
584340,1253
112367,1254
386354,1255
37213,1256
752015,1257
516123,1258
277164,1259
813063,1260
153102,1261
92628,1262
56554,1263
141801,1264
182083,1265
435059,1266
489044,1267
692358,1268
827558,1269
131787,1270
473239,1271
386080,1272
41332,1273
305771,1274
53074,1275
482760,1276
867013,1277
36112,1278
243148,1279
67873,1280
183988,1281
52325,1282
420021,1283
831427,1284
430856,1285
767639,1286
666844,1287
255311,1288
50493,1289
465053,1290
97480,1291
469941,1292
389411,1293
182630,1294
385,1295
52102,1296
315868,1297
860411,1298
714877,1299
810197,1300
47446,1301
350347,1302
955008,1303
138913,1304
559177,1305
67227,1306
514846,1307
85440,1308
272660,1309
219009,1310
610972,1311
850981,1312
52679,1313
158570,1314
721744,1315
471196,1316
355538,1317
571445,1318
367016,1319
151432,1320
347574,1321
525642,1322
594650,1323
994363,1324
87000,1325
717860,1326
532001,1327
580342,1328
876558,1329
800049,1330
534281,1331
231409,1332
67945,1333
494521,1334
362499,1335
438679,1336
16548,1337
837723,1338
309976,1339
492829,1340
714570,1341
381088,1342
335249,1343
318535,1344
730590,1345
433334,1346
701761,1347
78696,1348
573319,1349
775959,1350
967358,1351
296162,1352
727427,1353
239741,1354
120647,1355
191722,1356
275311,1357
159046,1358
153957,1359
32802,1360
376896,1361
424198,1362
296547,1363
826492,1364
805842,1365
407345,1366
673861,1367
600677,1368
630375,1369
712485,1370
612313,1371
128313,1372
140568,1373
207452,1374
19959,1375
242443,1376
187941,1377
298566,1378
655810,1379
78939,1380
197693,1381
637883,1382
119434,1383
186575,1384
815134,1385
428030,1386
138787,1387
165489,1388
122224,1389
998847,1390
898668,1391
508981,1392
466336,1393
683974,1394
350908,1395
794045,1396
691732,1397
753219,1398
411000,1399
7531,1400
67440,1401
167880,1402
395423,1403
97693,1404
200918,1405
78664,1406
865674,1407
717486,1408
789180,1409
774846,1410
424848,1411
22067,1412
606072,1413
851400,1414
680835,1415
412333,1416
343560,1417
793665,1418
828422,1419
54834,1420
440261,1421
988464,1422
349755,1423
281496,1424
295725,1425
740650,1426
405911,1427
577722,1428
75976,1429
8498,1430
838602,1431
429283,1432
428815,1433
107056,1434
713950,1435
893948,1436
614411,1437
601332,1438
224465,1439
852516,1440
754704,1441
781154,1442
63416,1443
477065,1444
604141,1445
292269,1446
298280,1447
869191,1448
246289,1449
155032,1450
610832,1451
518496,1452
429757,1453
469697,1454
595248,1455
860869,1456
4966,1457
674440,1458
567306,1459
970114,1460
855351,1461
496093,1462
384869,1463
449792,1464
647219,1465
491434,1466
664626,1467
96881,1468
334846,1469
70396,1470
646916,1471
688570,1472
701712,1473
554807,1474
248136,1475
355560,1476
12417,1477
403989,1478
334676,1479
775297,1480
455223,1481
985232,1482
262895,1483
197371,1484
481289,1485
983295,1486
764620,1487
973102,1488
57970,1489
408589,1490
638004,1491
614106,1492
575835,1493
769528,1494
630429,1495
40778,1496
651970,1497
685112,1498
862239,1499
561484,1500
921336,1501
256959,1502
53013,1503
704421,1504
837286,1505
265366,1506
975280,1507
544341,1508
477986,1509
979991,1510
43412,1511
779283,1512
22789,1513
632625,1514
503930,1515
952811,1516
36917,1517
177127,1518
377030,1519
489744,1520
892490,1521
620577,1522
894165,1523
12758,1524
931980,1525
504833,1526
881863,1527
667942,1528
341463,1529
414132,1530
612825,1531
789376,1532
276071,1533
784398,1534
757267,1535
305782,1536
125131,1537
542742,1538
521813,1539
90764,1540
363626,1541
588793,1542
954869,1543
397249,1544
883409,1545
799844,1546
672122,1547
590302,1548
384430,1549
874556,1550
751910,1551
248371,1552
4442,1553
242267,1554
503667,1555
237222,1556
564781,1557
545116,1558
349927,1559
546359,1560
734280,1561
84461,1562
897141,1563
915436,1564
252999,1565
136288,1566
530107,1567
331304,1568
90304,1569
609503,1570
586152,1571
732926,1572
903512,1573
896138,1574
599064,1575
915291,1576
762848,1577
276803,1578
790973,1579
252136,1580
163338,1581
473973,1582
506825,1583
763655,1584
244498,1585
921942,1586
915652,1587
849230,1588
731958,1589
365934,1590
597834,1591
380441,1592
988415,1593
717026,1594
929087,1595
273097,1596
739827,1597
346301,1598
384014,1599
715892,1600
919271,1601
350967,1602
631495,1603
653105,1604
164090,1605
9636,1606
549284,1607
581017,1608
541174,1609
724412,1610
594265,1611
831364,1612
407004,1613
642001,1614
210355,1615
466121,1616
822865,1617
813689,1618
89485,1619
828731,1620
587665,1621
685764,1622
89257,1623
278049,1624
654222,1625
244158,1626
19974,1627
508032,1628
841204,1629
439644,1630
631480,1631
12942,1632
716473,1633
553938,1634
247374,1635
830878,1636
361729,1637
296503,1638
338617,1639
823382,1640
613394,1641
268647,1642
622846,1643
608717,1644
770564,1645
93194,1646
686105,1647
804992,1648
259787,1649
491997,1650
632458,1651
738047,1652
768219,1653
75594,1654
960869,1655
938113,1656
209912,1657
305608,1658
899298,1659
692614,1660
715529,1661
378675,1662
860373,1663
299262,1664
916306,1665
381762,1666
43393,1667
490384,1668
244786,1669
112791,1670
359817,1671
513946,1672
126452,1673
815928,1674
370813,1675
212227,1676
5917,1677
256185,1678
863978,1679
205740,1680
614986,1681
944595,1682
803993,1683
800637,1684
503164,1685
833536,1686
437318,1687
97944,1688
180967,1689
385058,1690
93949,1691
155320,1692
109397,1693
382092,1694
825382,1695
385169,1696
164417,1697
547732,1698
444720,1699
759061,1700
453731,1701
70197,1702
549426,1703
927000,1704
596019,1705
103690,1706
335447,1707
462443,1708
269873,1709
954652,1710
846841,1711
141136,1712
309795,1713
457176,1714
902420,1715
582668,1716
935781,1717
318428,1718
574803,1719
599057,1720
377801,1721
672305,1722
310919,1723
591609,1724
953685,1725
548946,1726
634785,1727
987596,1728
709864,1729
530720,1730
214390,1731
812733,1732
203779,1733
661645,1734
814620,1735
461926,1736
130888,1737
858339,1738
477615,1739
94832,1740
749400,1741
825990,1742
784502,1743
918975,1744
349321,1745
716429,1746
252508,1747
755848,1748
145797,1749
392554,1750
166328,1751
479273,1752
476447,1753
604946,1754
437741,1755
250681,1756
226077,1757
99746,1758
325858,1759
325939,1760
412062,1761
322668,1762
7327,1763
868653,1764
75570,1765
414529,1766
869248,1767
664547,1768
75056,1769
157928,1770
287072,1771
776987,1772
374364,1773
148544,1774
116960,1775
489187,1776
334014,1777
360542,1778
567978,1779
327974,1780
628168,1781
639571,1782
569216,1783
448436,1784
999594,1785
589327,1786
470414,1787
416765,1788
538685,1789
361553,1790
409380,1791
55007,1792
121536,1793
748893,1794
197275,1795
730304,1796
599631,1797
787832,1798
65955,1799
250312,1800
196987,1801
34782,1802
527302,1803
528594,1804
764445,1805
725419,1806
133228,1807
692249,1808
701569,1809
293998,1810
558428,1811
891252,1812
45248,1813
992280,1814
694551,1815
677709,1816
918467,1817
862642,1818
886103,1819
248537,1820
38738,1821
681370,1822
383352,1823
768942,1824
873749,1825
66487,1826
286978,1827
702383,1828
380754,1829
530832,1830
113418,1831
140524,1832
701238,1833
871163,1834
902166,1835
288603,1836
593495,1837
610455,1838
307668,1839
835892,1840
986144,1841
646140,1842
821531,1843
779110,1844
550009,1845
867933,1846
13882,1847
390813,1848
962839,1849
591812,1850
497154,1851
973818,1852
449610,1853
335698,1854
367047,1855
653675,1856
223553,1857
68567,1858
684665,1859
10544,1860
802369,1861
403669,1862
384383,1863
290982,1864
495718,1865
670344,1866
168969,1867
457970,1868
136010,1869
697961,1870
896213,1871
400979,1872
859279,1873
978959,1874
407133,1875
839339,1876
606245,1877
487286,1878
918113,1879
70664,1880
707365,1881
370479,1882
732572,1883
973370,1884
517921,1885
687348,1886
641747,1887
453783,1888
798845,1889
115618,1890
844656,1891
564675,1892
585500,1893
552515,1894
19679,1895
457897,1896
904126,1897
963838,1898
84633,1899
568207,1900
772886,1901
401816,1902
820093,1903
816415,1904
137827,1905
598027,1906
858770,1907
629463,1908
435685,1909
512104,1910
147852,1911
794842,1912
369425,1913
685847,1914
809262,1915
449801,1916
508084,1917
231905,1918
826691,1919
317254,1920
587262,1921
458198,1922
684146,1923
883188,1924
430887,1925
27758,1926
248528,1927
601957,1928
952382,1929
218429,1930
856639,1931
614762,1932
84326,1933
657347,1934
514661,1935
996399,1936
140859,1937
401866,1938
693921,1939
990843,1940
43723,1941
985274,1942
692275,1943
361290,1944
624639,1945
361312,1946
783923,1947
358671,1948
748523,1949
910225,1950
696504,1951
823676,1952
463175,1953
419235,1954
283815,1955
559550,1956
269549,1957
922295,1958
668187,1959
334148,1960
171960,1961
214095,1962
907609,1963
309832,1964
112486,1965
99927,1966
357078,1967
774121,1968
224886,1969
692029,1970
131518,1971
105563,1972
398662,1973
85010,1974
56662,1975
695898,1976
722289,1977
987230,1978
840653,1979
628403,1980
100581,1981
72329,1982
438654,1983
551204,1984
106266,1985
104312,1986
742872,1987
185307,1988
630716,1989
857638,1990
342262,1991
998365,1992
558088,1993
673922,1994
547238,1995
730793,1996
839641,1997
741678,1998
155635,1999
37672,2000
270095,2001
191362,2002
69194,2003
648348,2004
815920,2005
451517,2006
862403,2007
809948,2008
110249,2009
227397,2010
876190,2011
532658,2012
477227,2013
643915,2014
425109,2015
531094,2016
12134,2017
388086,2018
92821,2019
764221,2020
306425,2021
521387,2022
793191,2023
804682,2024
850876,2025
693566,2026
951132,2027
645200,2028
122297,2029
743137,2030
565741,2031
642582,2032
937744,2033
987765,2034
983145,2035
314926,2036
941263,2037
452993,2038
480005,2039
494168,2040
463177,2041
131340,2042
429382,2043
737752,2044
562666,2045
38408,2046
328028,2047
146749,2048
936437,2049
250062,2050
669902,2051
264008,2052
898144,2053
848875,2054
683049,2055
875462,2056
950029,2057
318385,2058
624549,2059
763347,2060
348343,2061
593582,2062
948723,2063
177614,2064
21553,2065
83504,2066
84915,2067
885439,2068
20159,2069
65162,2070
302711,2071
446708,2072
473771,2073
955853,2074
615601,2075
982490,2076
83413,2077
124178,2078
216470,2079
889930,2080
985075,2081
829324,2082
799012,2083
256805,2084
279320,2085
978348,2086
362954,2087
604608,2088
384501,2089
286722,2090
492686,2091
862341,2092
551138,2093
277295,2094
950437,2095
604683,2096
371472,2097
811841,2098
124439,2099
267865,2100
911075,2101
75354,2102
88944,2103
656352,2104
450146,2105
290457,2106
610163,2107
225855,2108
223633,2109
656467,2110
998733,2111
841350,2112
472153,2113
461292,2114
848388,2115
816000,2116
636258,2117
848658,2118
224962,2119
66003,2120
220933,2121
677531,2122
749390,2123
784898,2124
580587,2125
2911,2126
810511,2127
512701,2128
264368,2129
479403,2130
339983,2131
866064,2132
603394,2133
310205,2134
583769,2135
984981,2136
934087,2137
688921,2138
393027,2139
715531,2140
499217,2141
635583,2142
824994,2143
59661,2144
279538,2145
697494,2146
8040,2147
326049,2148
720601,2149
572861,2150
688383,2151
21181,2152
109276,2153
113338,2154
79157,2155
432274,2156
476939,2157
753234,2158
716991,2159
962180,2160
612918,2161
151052,2162
912935,2163
102087,2164
6238,2165
519757,2166
571612,2167
578500,2168
468139,2169
180794,2170
922806,2171
210940,2172
753436,2173
549007,2174
531572,2175
800503,2176
622012,2177
838125,2178
399252,2179
471260,2180
595670,2181
285248,2182
986085,2183
83455,2184
624488,2185
690649,2186
425110,2187
157322,2188
279514,2189
352762,2190
538940,2191
45067,2192
492423,2193
641255,2194
193460,2195
339928,2196
755906,2197
53439,2198
266400,2199
482470,2200
464917,2201
351220,2202
609802,2203
596547,2204
49282,2205
62165,2206
590222,2207
545698,2208
350104,2209
416694,2210
544150,2211
965195,2212
266695,2213
580581,2214
206248,2215
245584,2216
884574,2217
450236,2218
450079,2219
607396,2220
430304,2221
675793,2222
377686,2223
638628,2224
144893,2225
96930,2226
162025,2227
585548,2228
996614,2229
459107,2230
686892,2231
636080,2232
169855,2233
367159,2234
446391,2235
840811,2236
995222,2237
229452,2238
353349,2239
307183,2240
733225,2241
889041,2242
230738,2243
343621,2244
620849,2245
55,2246
158110,2247
760530,2248
513104,2249
67952,2250
417847,2251
312359,2252
171047,2253
390232,2254
372976,2255
979963,2256
163491,2257
8164,2258
748691,2259
807039,2260
110636,2261
747302,2262
55723,2263
555742,2264
750325,2265
19953,2266
692438,2267
360375,2268
258877,2269
837506,2270
105450,2271
991863,2272
774759,2273
402084,2274
749313,2275
623019,2276
274424,2277
732140,2278
332182,2279
922960,2280
189835,2281
794397,2282
628251,2283
999268,2284
24107,2285
436487,2286
446019,2287
708617,2288
275558,2289
602477,2290
859946,2291
635256,2292
93571,2293
324628,2294
915311,2295
59216,2296
936041,2297
938158,2298
304808,2299
47753,2300
947359,2301
650824,2302
923530,2303
192076,2304
145183,2305
482587,2306
40178,2307
37000,2308
873645,2309
628447,2310
449131,2311
965067,2312
982079,2313
162249,2314
44727,2315
998339,2316
170082,2317
936108,2318
111315,2319
250223,2320
214620,2321
292305,2322
208056,2323
479596,2324
13000,2325
821384,2326
519687,2327
523361,2328
347245,2329
949687,2330
152827,2331
668883,2332
537819,2333
462221,2334
730154,2335
316783,2336
506926,2337
94966,2338
228260,2339
973311,2340
138776,2341
348401,2342
182188,2343
666600,2344
135600,2345
841550,2346
48845,2347
932387,2348
920711,2349
584714,2350
92979,2351
370906,2352
394915,2353
385099,2354
441747,2355
781435,2356
395740,2357
229130,2358
596247,2359
725061,2360
737580,2361
760879,2362
77952,2363
856596,2364
15444,2365
472674,2366
211028,2367
618191,2368
913279,2369
211973,2370
327746,2371
862078,2372
500895,2373
734244,2374
47332,2375
759064,2376
767189,2377
714423,2378
363271,2379
949580,2380
381260,2381
554986,2382
26548,2383
82209,2384
930095,2385
536661,2386
320867,2387
378322,2388
845686,2389
723978,2390
813875,2391
719950,2392
136638,2393
4730,2394
720874,2395
797723,2396
239137,2397
739479,2398
131301,2399
779073,2400
396113,2401
131767,2402
706084,2403
423600,2404
53894,2405
491375,2406
570990,2407
271021,2408
418380,2409
825004,2410
573495,2411
471434,2412
227608,2413
847925,2414
242193,2415
136532,2416
807279,2417
986171,2418
465549,2419
280287,2420
979537,2421
587,2422
506217,2423
821799,2424
457637,2425
142003,2426
857000,2427
196423,2428
417940,2429
868108,2430
574312,2431
52165,2432
722280,2433
462264,2434
277731,2435
873203,2436
877912,2437
186615,2438
273329,2439
996582,2440
294886,2441
718188,2442
299875,2443
151272,2444
918234,2445
119295,2446
736138,2447
341359,2448
492599,2449
937721,2450
943517,2451
761545,2452
202851,2453
504095,2454
36577,2455
273393,2456
7827,2457
947953,2458
695640,2459
290861,2460
323128,2461
231370,2462
65164,2463
87512,2464
60426,2465
527257,2466
33309,2467
473777,2468
422648,2469
22685,2470
310258,2471
377930,2472
558734,2473
572983,2474
270415,2475
25849,2476
936544,2477
240087,2478
505063,2479
121084,2480
948482,2481
226806,2482
628958,2483
122826,2484
70564,2485
837624,2486
924081,2487
288478,2488
315686,2489
371642,2490
728752,2491
760156,2492
611914,2493
793582,2494
818396,2495
761687,2496
